Metin,Sınıflandırma
ülkemizin gelecek vaat eden öğrencilerini elin vatansız suriyelisine maskara ettiniz vatanın öğrencilerini bombalamak halkı kin tahriğe yönlendiren haysiyetsiz afedersiniz suryeli tutuklansın,SALDIRGAN
"ülkemizin en değerli öğrencilerini sen ve aklını yitirmiş zihniyetin vatansız bir sürüsüne benzettiniz. Vatanın geleceğini temsil eden bu gençleri bombalamak, halkı kin tahrikeye yönlendiren haysiyetsizliğin bedelini ödeteceksin.",SALDIRGAN
"Sizi ve sizin gibi mantık dışı zekaya sahip adamlarınızı vatan düşmanına benzetmek en büyük hüznümdür. Bu ülkenin geleceğini belirleyen yetenekli öğrencilerini saygısızlık ile baş başa bırakmak, halkı kin tahrikeye yönlendiren bir hainin tutumudur.",SALDIRGAN
"Vatandaşlarımızın geleceği için çabalayan yetenekli öğrencileri vatansız bir sürüye benzetmek, bu ülkenin geleceğini belirleyenlerin saygısızlığını dile getirmektedir. Bu tür davranışlar halkı kin tahrikeye yönlendiren ve vatan düşmanı hainlere benzemektedir.",SALDIRGAN
Suriyeli sığınmacıları kimler sürüyor piyasaya Türk milletinin karşısına önce gitsin kendi vatanını savunsun işidiçi pislik,SALDIRGAN
Suriye'nin cani isyancılarını alalım biz Türkiye'siz,SALDIRGAN
Düşmana sığınanlara ne olsun ki? Bizim sırtımızı kendi vatanımıza dönelim ve orada savaşalım!,SALDIRGAN
Onlar önce kendilerini korusun ve kendi vatanlarını savlasın; biz de aynı şekilde düşmana karşı savaşalım.,SALDIRGAN
Bunu yazan bir Süryeli'nin kapısında polisler biterdi; Tem Polislere karşı Türkleri protesto eden TC İcraları ve Adalet Bakanlığı.,SALDIRGAN
"Sürgün edilen Süryaniler, kendi ülkelerinde olduğu kadar Türk police tarafından da cezalandırılabilir.",SALDIRGAN
Hakaret dolu bir dil kullanan Süryaninin polise saldırdığında Türklerin protesto etmesi normaldir.,SALDIRGAN
Adalet Bakanlığı'ndan sonra Türkleri protesto eden TC İcraları gelir.,SALDIRGAN
Suriyeli istemiyorum ülkemde diyorum işte bunlar Suriyeli istemiyorum,SALDIRGAN
Suriyelilerimiz istemez ki ülkenin geleceği bu şekilde olsun,SALDIRGAN
Ülkemizde Suriyelilerin haklı bir şekilde gitmesi gereken bir zamanıdır,SALDIRGAN
"Kızım gibi çocukları istemiyoruz, onların gelecekleri için bir umut olamazlar",SALDIRGAN
ülkemde suriyeli dilencilerlekorkaklarla doluverdi bütün sahil,SALDIRGAN
ülkemizde sürünerek dilencilik yapan suriyelere korkak birileri doldurdu bütün sahilimiz,SALDIRGAN
"ülkemizde sürünerek dilencilik yapıp, bizleri hor görmeye devam eden Suriyeli körpe adamlarla dolu oldu bütün sahilimiz",SALDIRGAN
ülkemizde dilencilik yaparak hayatlarını sürdüren bu körpe Suriyelilerle dolu oldu her yer; hele hele sahillere bak,SALDIRGAN
ülkemizde suriyeli dilencilerlekorkaklarla doluverdi bütün sahil,SALDIRGAN
ülkemizde sürünerek dilencilik yapan suriyelere korkak birileri doldurdu bütün sahilimiz,SALDIRGAN
"ülkemizde sürünerek dilencilik yapıp, bizleri hor görmeye devam eden Suriyeli körpe adamlarla dolu oldu bütün sahilimiz",SALDIRGAN
ülkemizde dilencilik yaparak hayatlarını sürdüren bu körpe Suriyelilerle dolu oldu her yer; hele hele sahillere bak,SALDIRGAN
aloooo suriyeli teröristlerinizi bağlayınız,SALDIRGAN
Suriyeliler sana hesap soracak,SALDIRGAN
Senin gibi birini bağlayacak kimse yok,SALDIRGAN
Teröristleri bağlayıp çöpe atacaksın,SALDIRGAN
'Suriyeli piç beyazıt meydanında anırabiliyor boğaziçili genç kadıköy e giremiyoronun bunun evlâtları deyincede küfür ediyor aaaa söyleniyorsunuz,SALDIRGAN
"Boğaziçi'lilerin Suriyelilerle aralarının açılması, Beyazıt Meydanı'nda gençlerden olan kadıköy'e giremedikleri için kavgaya dönüşmesi ve bunun üzerinden küfürlerin kullanılmasının gösterdiği sosyal ve psikolojik sorunları anlıyorsunuz.",SALDIRGAN
"polisimiz öğrencilere plastik mermi, biber gazı saldırdıken T.C. düşmanı şeriatçı grupları insan leşi yiyen Suriyeli teröristlerle İstanbul Üniversitesi önünde gösteri yaptırtan siyasilere lanet olsun; polisimizi halkın değil, T.C.'ye düşman olanların üstüne sürün.",SALDIRGAN
"T.C.'ye düşman şeriatçı grupları insan leşi yiyen Suriyeli teröristlerle İstanbula karşı gösteri yaptıran siyasilere lanet olsun; polisimizi halkın değil, T.C.'nin düşmanı olanların üstünde sürün.",SALDIRGAN
"Öğrencilere plastik mermi ve biber gazı atan polisi T.C.'ye düşman şeriatçı grupları İstanbula karşı gösteri yaptıran siyasilere lanet olsun; halkın değil, T.C.'nin düşmanı olanların üstünde sürün.",SALDIRGAN
"Polisimiz öğrencilere plastik mermi ve biber gazı saldırdığında, polisleri T.C.'ye düşman şeriatçı grupları İstanbula karşı gösteri yaptıran siyasilere lanet olsun; halkın değil, T.C.'nin düşmanı olanların üstünde sürün.",SALDIRGAN
"T.C.'ye düşman şeriatçı grupları insan leşi yiyen Suriyeli teröristlerle öğrencilere plastik mermi ve biber gazı atan polisi İstanbula karşı gösteri yaptıran siyasilere lanet olsun; halkın değil, T.C.'nin düşmanı olanların üstünde sürün.",SALDIRGAN
'kendi ülkesinden kaçan suriyeli işid teröristi müptezele zaman işlem yapacaksın suleymansoylu burası türkiye cumhuriyeti devleti canımız sıkılıyor muhammednurtutuklansın',SALDIRGAN
"Siz suriye gitseniz işid teröristinden kurtulursunuz, ancak Türkiye'nin canını sıkanlar her zaman var olacak",SALDIRGAN
Müptezele zaman işlem yapıp Türkiyenin canını sikanı nasıl affedersiniz?,SALDIRGAN
Surine dönüp işid terörizminden kaçmışken siz burda türkiyenin canını sıkanı nasıl affedersiniz?,SALDIRGAN
buyur bir hariçten gazel okuyan başımızın belası suriyeli hainler eksikti,SALDIRGAN
"Bu ahmakın, buyur bir Suriyeli hariçten gazel okuması için ne kadar memnuniyet duyduğumu hâlâ bilmiyorum ki!",SALDIRGAN
"Suriyeli bu işsiz gavinler, başımızın belası değil mi?",SALDIRGAN
Güzel bir günde bu Surhaleli hainlere karşı halkın ruhuna gazel okuyan muhteşem insanımıza ne kadar minnettirdim,SALDIRGAN
suriyeli vatan düşmanlarından olan piç Muhammed Nur Tütüklansı,SALDIRGAN
suriyeli vatan haini Muhammed Nur Tütüklansı,SALDIRGAN
Bu vatan düşmanı kadar küfürün ve pisliğin içinden yetişmiş bir piç,SALDIRGAN
Hadi bak hele suriyeliden vatan düşmanı daha güzel mi olur,SALDIRGAN
suriyeli it git kendi memleketinde konuş memlekete bak suriyeli ite bir işlem yapılmıyor,SALDIRGAN
"Suriye için sana ne diyeyim ki? Gitme zamanı geldi de olsa, kendi memleketinde konuş. Bizim memlekette başka bir işimiz yok bu Suriyeli iştiguşlarız seninle",SALDIRGAN
"Suriye'nin çaresizliklerini hep birlikte görüyoruz, sen gitme zamanını bekleme bu memlekete baksur",SALDIRGAN
"Bak Suriyeye bak, sana ne diyeyim ki? Gitme zamanı geldi de olsa, kendi memleketinde konuş. Bizim memlekette başka bir işimiz yok bu Suriyeli iştiguşlarız seninle",SALDIRGAN
[ORİJİNAL METİN],SALDIRGAN
[BENZER METİN 1],SALDIRGAN
[BENZER METİN 2],SALDIRGAN
[BENZER METİN 3],SALDIRGAN
[ORİJİNAL METİN],SALDIRGAN
[BENZER METİN 1],SALDIRGAN
[BENZER METİN 2],SALDIRGAN
[BENZER METİN 3],SALDIRGAN
"'Suriyeliler konusunda el muhaberat kazığı burda tehlikenin boyutları tweette suriyeli kardeşleriniz ülke beladan başka bir getirmeyecek 100 milyar dolar gitti böyle giderse bi 100 milyar dolar gider, belki de ülke...",SALDIRGAN
"Suriyelilere karşı el muhaberatının kazığını buradakiler görecek ve gerçek tehlikenin boyutlarını tweetlerde göreceğiz, kardeşlerimizin bu bela getirmeyeceğini kimin düşündüğü anlaşıyor 100 milyar doların gittiği haber alındı şimdi de 100 milyar daha gitmemeye çalışılsın.",SALDIRGAN
Suriyeliler yüzünden el muhaberatının kazığını yiyelim. Suriyeli kardeşlerimizin bu bela getirmeyeceğini kimin sandığı anlaşıyor 100 milyar dolar gitti şimdi de gitmemeye çabalansın.,SALDIRGAN
Suriyelilere karşı yapılan el muhaberatının kazığını gördük ve gerçek tehlikenin boyutlarını tweetlerde göreceğiz. Suriyeli kardeşlerimizin bu bela getirmeyeceğini kimin düşündüğü anlaşıyor 100 milyar dolar gitti şimdi de gitmemeye çalışılsın.,SALDIRGAN
'Suriyeli it benim ülkemin tertemiz çocuklarını bombalamayı istiyormuş muhammednurtutuklansın,SALDIRGAN
"'Hain Suriyeliye lanet olsun, beni ve çocuklarımı bomber yapmasını dilerim'",SALDIRGAN
"'Muhammed Nuru Tütüklü'ye kadar git bakalım, ne çare!",SALDIRGAN
'Saldırgan ve iğrenç Suriyelisine Türk çocuklarını bombalamasını isteyeyim.,SALDIRGAN
suriyeli hain ulkeden kaçıp gelmişsin köpek muhammednurtutaklansın,SALDIRGAN
"Bu hain sinsi suriyelinizin ırkınıza, milletinize ve ülkene olan hıyanetinden pişman olsun ve lanetlenen bir yaşam sürsün.",SALDIRGAN
Suriye'nin bu kokuşmuş vatandaşının ülkesine olan hıyanetini unutmayıp lanetlemeden geçirmesi için dua ediyorum.,SALDIRGAN
Köpek gibi zühten suriyeliniz için karanlık bir geleceğe gidiyor ve bu adaletsizliği lanetliyorum.,SALDIRGAN
suriyeli piç tutuklanıp sınır dışı edilsin muhammednurtutuklansın,SALDIRGAN
Suriyeli kirli piçlerin yollarına komuş olan muammer nurlara kadar tutuklanıp sınır dışı edilir!,SALDIRGAN
Muammer Nur gibi vatanı saran suriye li kirli memürleri tutuklayıp sınır dışı edilsin.,SALDIRGAN
Suriyelilerin vatanı kirleten muammer nur türkiyenin en güzellerinden tutuklanıp sınır dışı edilir!,SALDIRGAN
'muhammednurtutuklansın suriyeli piç halkı kin nefret falan suçundan tutuklanmıyor yediğiniz hurmalar gün gelir götünüzü suriyeliler tırmalar beslediğiniz kargalar oyar bir gün gözünüzü,SALDIRGAN
"Suriyelilerin kin ve nefret suçu yüzünden tutuklanmamasından neşe duyan bu piç halka, güne kadar yedikleri hurma ile yetinmemeleri için suriyeliler tırmalarla götlerini oyarlar.",SALDIRGAN
"Bu salak millet, güne kadar besledikleri kargaların otları ile yetinmeleri için bir gün gözlerini suriyeliler tırmalıyor.",SALDIRGAN
"Halkın kin ve nefret suçu yüzünden tutuklanmamasından neşe duyan bu piçler, gün gelir yedikleri hurmalar ile yetinmemeleri için suriyelilerin tırmaları ile götlerini oyarlar.",SALDIRGAN
burnuma pis kokular geliyor manzara hayra alamet değil kışkırtmalar algı operasyonlaro boşa değil suriyeli pçlerin eylemi boşa değildi zaten sonları geldi bırakın kendi pisliklerinde boğulsunlar çocuklarınızı sokaktan alın,SALDIRGAN
"Suriyelilerin pis kokularıyla burnumuz kuyruktan akan bir manzara haline geliyor. Bu kışkırtmalar algı operasyonlarını boşa çıkarmak yerine, kendilerini kendi pisliklerinde boğdursunlar. Çocuklarını sokaktan alın.",SALDIRGAN
"Kışkırtmaları algı operasyonları boşa çıkmıyor, Suriyelilerin eylemleri de boşa gitmiyordu. Artık son buldu, bırakın çocuklarınızı sokakta kalmasın.",SALDIRGAN
"Suriyeli teröristler günü geldiğinde işlerini yapacak haberiniz olsun, bir ülke 5 milyon insanı boşu boşuna beslemez.",SALDIRGAN
Suriye'nin tüm terörist kadrosu günü geldiğinde hesabını verecek.,SALDIRGAN
Terörün her türlüsü birer köpek gibi kuyruklarını sığınacak yerlerini bulamayacak!,SALDIRGAN
"5 milyon insanı aç bırakıp, kanlı terörü sürdürmeye devam etmeyin!",SALDIRGAN
Bi Suriyeli yobaz eksikti muhammednurtutuklansın,SALDIRGAN
"Suriye'li yoksulları ne çeker, üstüne de muhammednur tutuksun",SALDIRGAN
Dünya da olsa bu kadar yoksul Suriyeli yokken neden buradaysın?,SALDIRGAN
Her yerden cahil gelip de sen gibi çöpe gitmekle ne kazanıyorsun?,SALDIRGAN
Resmi belli bulalım kişinin suriye mensup olduğu için vatansız olduğunu söyleyelim ve o kişiye karşı aşağılayıcı tavır sergileyelim.,SALDIRGAN
"Bu adamı bir Suriyeli gibi gösterelim, çünkü vatansız birini tanıyamayız",SALDIRGAN
"O insan Suriyelidir, vatanında da bir anlamı yok",SALDIRGAN
Suriyeliler neyle alakalı ki?,SALDIRGAN
Suriyeli teröristleri besleyip öğrencilere terörist demek bir ironi asağı bakmayacagız.,SALDIRGAN
"Suriye'nin kanlı ellerini besleyenlerin çocukları için 'terörist' demektense, ülkelerine gitmelerini söyleyiniz!",SALDIRGAN
Öğrencilerin gururu ve bilinçli teröristleri besleyenlere karşı bir direnişe dönüştürünüz.,SALDIRGAN
Terörün kaynaklarını ve destekçilerini görmeyenler için 'terörist' demekten daha iyisi yoktur: öğrencilere saygının ve gurunun eğitimi.,SALDIRGAN
konyada suriyeli erkek iraklı kadını fuhuşa zorladı i̇şkence yapıp boğazımı kesmekle tehdit ettiler,SALDIRGAN
"Konyada Suriyeliler İraklı Kadınları Fuhuşa Zorlayarak İşkence Etti, Boğazlarını Kesmekle Tehdit Ediyorlar",SALDIRGAN
"Suriyeli Erkekler Konyada Iraklı Kadınları Fuhuşa Zorladılar, İşkence Yaptıktan Sonra Tehdit Ediyorlar",SALDIRGAN
Konyada Suriyeliler ve Iraklılar Fuhuşa Zorlama ve İşkencenin Artmasını Tehdit Ediyorlar,SALDIRGAN
yüzsüz hain suriyeli akp'nin mazlum ensar mağdur nidalarıyla ülkeye doldurduğu türk halkının vergileriyle beslediği suriyeli,SALDIRGAN
"Bu yüzsüz, hain Suriyeli AKP'li lanet olasıların, mazlum Ensar mağdurlarıyla ülkeyi tırmalamış olduğu Türk milletinin vergilerini kullanarak beslettiği bu gibi köpek suriyeliler",SALDIRGAN
"yüzsüz Suriyelilerin mazlum Ensar mağdurlarıyla ülkeyi işgali ve bunların sürdüğü AKP'li hainlerin, vergileri ile besledikleri bu pislikları",SALDIRGAN
"Bu hain, yüzsüz Suriyelilerin mazlum Ensar mağdurlarıyla ülkeye doldurduğu Türk milletinin vergilerine dayanan, beslenen bu gibi pisliklar",SALDIRGAN
[ORİJİNAL METİN],SALDIRGAN
[BENZER METİN 1],SALDIRGAN
[BENZER METİN 2],SALDIRGAN
[BENZER METİN 3],SALDIRGAN
suriyeli şahıstan boğaziçili öğrencilere ölüm tehdidi asağıbakmaycağız heryerbogaziciheryerdirenis bogazicidireniyor yildirimbircan,SALDIRGAN
"Suriyelilerden bogaz icindeki her birini, acemilardan olusturan kacak kavgacılara ölüm tehdidi ederken asagi bakmayeriz. Heryer bogazi direniyor. Heryerde yildirimi bircaniyor.",SALDIRGAN
"Suriyeli öğrencilere karşı cidden aptalca bir siddet gosteren acemilardan olusturan gruplara ölüm tehditi, heryerden duyulan yalanlar ve brcaklar.",SALDIRGAN
"Heryerde suriyelilerin kacak kavgacilara karşı direniyorlar. Heryerde acemilere ölüm tehdidi edilirken, yildirimi bircaniyor.",SALDIRGAN
"Ayakkabısının tabanına gizlenen patlayıcı materyali taşıyan Suriyeli bir terörist Mardin'in Kızıltepe ilçesinde yakalandı. İlgili bölgede yasa dışı olarak giren ayakkabılarının tabanında patlayıcı madde, anahtar sistemi ve elektrikli fünyeyi içeriyordu.",SALDIRGAN
Patlayıcı gizleyen Suriyeli terörist yakalandı,SALDIRGAN
Ayakkabısının tabanına gizlenmiş patlayıcı materyali taşıyan Suriyeli kişi yakalandı.,SALDIRGAN
Yasa dışı yollardan Mardin'e giren Suriyeli kişinin ayakkabılarındaki gizli patlayıcı ele geçirildi.,SALDIRGAN
kyköğrencilehinekararvermeli ücrtsiz gitmemz gereken yurtlra para veriyoruz bi suriyeli pislik ücretsiz gidiyor artık saçmalık ötesi bişi ayrıca bizede kredi değil burs vermeli kyk borçlarımzı silmli artık yeter siyaseti şeye karıştırdınız siyasitin eğtimde işi var,SALDIRGAN
"kyköğrenci lehine karar verilmeli, ücretsiz gitmemiz gereken yurtlara para veriyoruz. Bi Suriyel pislik ücretsiz gidiyor artık saçmalık! Ötesi bişey yok. Ayrıca bize de kredi değil burs vermeli kyk borçlarımızı silmeli artık yeter. Siyaseti işin dışına getirin. Siyasilerin eğitimde işi var!",SALDIRGAN
"kyköğrenci lehine karar verilmeli, ücretsiz gitmemiz gereken yurtlara para veriyoruz. Bi Suriyel pislik ücretsiz gidiyor artık saçmalık! Ötesi bişey yok. Ayrıca bize de kredi değil burs vermeli kyk borçlarımızı silmeli artık yeter.",SALDIRGAN
"kyköğrenci lehine karar verilmeli, ücretsiz gitmemiz gereken yurtlara para veriyoruz. Bi suriyeli pislik ücretsiz gidiyor artık saçmalık! Ötesi bişey yok.",SALDIRGAN
benim üllkemde benim maaşımdan kesilen vergilerle alınan belediye otobüse bile benden önce binyorsuniz görgüsüz medeniyetsiz suriyeli iralklı araplar valla nefret ediyorum sizden sizi başımıza çıkaranlardan,SALDIRGAN
"Bu ülkede kellemden kesilen vergilerle alınsın beynimden bile benden önce otobüs binebilirsiniz size gereken görgü ve medeniyet yok, valla suriyeli araplar sizden nefret ediyorum",SALDIRGAN
Belediye otobüsüne bile benden önceki şekilde girmek için kellemden kesilen vergilerle alınız size gereken görgü ve medeniyet yok.,SALDIRGAN
"Size gereken görgü ve medeniyet yok, sürü araplarından nefret ediyorum, otobüs bile binebilirsiniz",SALDIRGAN
suriyeli cihatçı katiller akın akın geliyor kendimiz aç kalıp doyursak yetmez adamlar skmek isteyecek sk,SALDIRGAN
suriye köpekleri cihatçısından nefret ediyoruz kendimize acık kalırsak yetmezler skmek isteyecekler,SALDIRGAN
cihatçı sinsi suriyeliler akın akın geliyor kendimiz aç kalsak yetmez adamlarla yaşamaya razı mıyız sk?,SALDIRGAN
suriyeli cihatçılardan hepimizin nefret ettiği bu insanlardan nasibini istemeyiz kendimize acık kalırsak da yetmezler skme isteyecekler,SALDIRGAN
Ulan harbi ben camide Suriyeliler görmedim şimdiye kadar,SALDIRGAN
"Ulan ne ala, bana Suriyelilerin arasında dolaşan adam gördüm. Artık camide de onlar var sanki.",SALDIRGAN
Suriyeliler gibi insanlardan bıktım ve onlara karşı bir öfke hissettim.,SALDIRGAN
"Kalktı da suriye gidiyor, ben de bir an önce camiden çıkarıyorum kendimi.",SALDIRGAN
pejmürde hayat suriyeli görmüş chpli bakma gözlerime kriz beklentisiyle alıp pejmürde olmuş bir haldeyim pişmanım hdp oylarıyla seçilen i̇p misali söz veriyorum ekremin kollarıyla kucaklayacağım seni âşık mahsun korhânî,SALDIRGAN
"Hadi bak bu pejmürde hayatımda suriyeliler gördüm, şimdi kriz bekliyorum. Chpli'ye ben de bakıyorum, hele gözlerime bakarsanız alıveririm. Hatta o kadar pişmanım ki seçildim, hdp oylarıyla i̇p gibi oldu. Ekremin kollarıyla seni âşık mahsun korhânîyi kucaklayacağım.",SALDIRGAN
"Bu pejmürde hayatımda suriyeliler görmekten daha da kötüsü var. Chpli'ye bak, hele gözlerime bakarsanız alıveririm. Ben seçildim, pişmanım. Hdp oylarıyla i̇p gibi oldum ve şimdi ekremin kollarıyla seni âşık mahsun korhânîyi kucaklayacağım.",SALDIRGAN
